Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,ReportDate,OffenseCount
5200 BLOCK OF N VANCOUVER AVE,22-901860,Property,Humboldt,1/4/2022,0800,Larceny Offenses,Theft From Motor Vehicle,45.560795666,-122.668512054,1/18/2022,1
5200 BLOCK OF N VANCOUVER AVE,22-903697,Property,Humboldt,2/5/2022,0830,Larceny Offenses,Theft From Building,45.560795666,-122.668512054,2/6/2022,1
5200 BLOCK OF N WILLIAMS AVE,22-63263,Property,Humboldt,3/8/2022,1635,Motor Vehicle Theft,Motor Vehicle Theft,45.560794111,-122.666848158,3/8/2022,1
5200 BLOCK OF NE 22ND AVE,22-51643,Property,Concordia,2/24/2022,1108,Vandalism,Vandalism,45.560929155,-122.642805848,2/24/2022,1
5200 BLOCK OF NE 24TH AVE,22-71556,Property,Concordia,3/17/2022,0000,Larceny Offenses,All Other Larceny,45.560922055,-122.640977714,3/17/2022,1
5200 BLOCK OF NE 27TH AVE,22-42033,Property,Concordia,2/13/2022,2345,Motor Vehicle Theft,Motor Vehicle Theft,45.560909665,-122.637809732,2/14/2022,1
5200 BLOCK OF NE 27TH AVE,22-904298,Property,Concordia,2/12/2022,2245,Vandalism,Vandalism,45.560909665,-122.637809732,2/13/2022,1
5200 BLOCK OF NE 32ND AVE,22-42896,Property,Concordia,2/14/2022,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.560897468,-122.632704543,2/15/2022,1
5200 BLOCK OF NE 32ND AVE,22-902201,Property,Concordia,1/19/2022,0305,Vandalism,Vandalism,45.560897893,-122.632829540,1/23/2022,1
5200 BLOCK OF NE 37TH AVE,22-900265,Property,Concordia,1/7/2022,2100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.560546246,-122.625594770,1/8/2022,1
5200 BLOCK OF NE 38TH AVE,22-903160,Property,Concordia,1/31/2022,1900,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.561106485,-122.624526072,2/1/2022,1
5200 BLOCK OF NE 42ND AVE,22-34487,Property,Cully,2/5/2022,2237,Burglary,Burglary,45.560588191,-122.620351057,2/6/2022,1
5200 BLOCK OF NE 57TH AVE,22-900834,Property,Cully,1/4/2022,1350,Larceny Offenses,All Other Larceny,45.560822131,-122.604331011,1/4/2022,1
5200 BLOCK OF NE 72ND AVE,22-82983,Property,Cully,3/24/2022,1400,Vandalism,Vandalism,45.560713136,-122.588942720,3/28/2022,1
5200 BLOCK OF NE 91ST AVE,22-76585,Property,Sumner,3/21/2022,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.561482185,-122.568864728,3/22/2022,1
5200 BLOCK OF NE 122ND AVE,22-908713,Property,Parkrose,3/29/2022,0030,Larceny Offenses,All Other Larceny,45.560899128,-122.536981735,3/29/2022,1
5200 BLOCK OF NE 152ND PL,22-901298,Property,Wilkes,1/13/2022,1400,Larceny Offenses,Theft From Motor Vehicle,45.560116260,-122.505037977,1/13/2022,1
5200 BLOCK OF NE 158TH AVE,22-36164,Property,Wilkes,2/7/2022,1245,Larceny Offenses,Theft From Motor Vehicle,45.561167050,-122.500310351,2/8/2022,1
5200 BLOCK OF NE 158TH AVE,22-907010,Property,Wilkes,3/11/2022,2130,Larceny Offenses,Theft From Motor Vehicle,45.561167050,-122.500310351,3/12/2022,1
5200 BLOCK OF NE AINSWORTH ST,22-904016,Property,Cully,1/11/2022,1435,Larceny Offenses,All Other Larceny,45.566381935,-122.608751831,2/10/2022,1
5200 BLOCK OF NE EVERETT ST,22-66267,Property,North Tabor,3/10/2022,1800,Larceny Offenses,Theft From Motor Vehicle,45.525122961,-122.609545703,3/11/2022,1
5200 BLOCK OF NE EVERETT ST,22-77216,Property,North Tabor,3/16/2022,2018,Larceny Offenses,Theft From Motor Vehicle,45.525122961,-122.609545703,3/22/2022,1
5200 BLOCK OF NE FLANDERS ST,22-13765,Property,North Tabor,1/15/2022,1949,Fraud Offenses,Credit Card/ATM Fraud,45.525833572,-122.609544784,1/15/2022,1
5200 BLOCK OF NE GLISAN ST,22-26959,Property,North Tabor,1/29/2022,0330,Motor Vehicle Theft,Motor Vehicle Theft,45.526459690,-122.609513402,1/29/2022,1
5200 BLOCK OF NE HASSALO ST,22-46068,Property,Rose City Park,2/16/2022,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.530507688,-122.609449124,2/18/2022,1
5200 BLOCK OF NE IRVING ST,22-61528,Property,Rose City Park,3/6/2022,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.528186155,-122.609323831,3/6/2022,1
5200 BLOCK OF NE MARTIN LUTHER KING JR BLVD,22-79708,Property,King,3/25/2022,0200,Vandalism,Vandalism,45.560896978,-122.661528588,3/25/2022,1
5200 BLOCK OF NE MARTIN LUTHER KING JR BLVD,22-907178,Property,King,3/12/2022,1615,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.560896978,-122.661528588,3/14/2022,1
5200 BLOCK OF NE RODNEY AVE,22-23057,Property,King,1/23/2022,0800,Motor Vehicle Theft,Motor Vehicle Theft,45.561067364,-122.664722157,1/25/2022,1
5200 BLOCK OF NE RODNEY AVE,22-40666,Property,Humboldt,2/10/2022,1200,Burglary,Burglary,45.561067754,-122.664847155,2/12/2022,1
5200 BLOCK OF NE RODNEY AVE,22-66926,Property,King,3/11/2022,1900,Motor Vehicle Theft,Motor Vehicle Theft,45.561067364,-122.664722157,3/12/2022,1
5200 BLOCK OF NE SANDY BLVD,22-38202,Property,Rose City Park,2/10/2022,0721,Motor Vehicle Theft,Motor Vehicle Theft,45.540456605,-122.609116101,2/10/2022,1
5200 BLOCK OF NE SANDY BLVD,22-903976,Property,Rose City Park,2/10/2022,0640,Larceny Offenses,Theft From Motor Vehicle,45.540456605,-122.609116101,2/10/2022,1
5200 BLOCK OF NE SANDY BLVD,22-905944,Property,Rose City Park,2/28/2022,2015,Vandalism,Vandalism,45.540456605,-122.609116101,3/1/2022,1
5200 BLOCK OF NE SANDY BLVD,22-906117,Property,Rose City Park,2/5/2022,0400,Larceny Offenses,Theft From Building,45.540456605,-122.609116101,3/3/2022,1
5200 BLOCK OF S LANDING SQUARE DR,22-786,Property,South Portland,1/1/2022,1300,Motor Vehicle Theft,Motor Vehicle Theft,45.484935003,-122.673796007,1/1/2022,1
5200 BLOCK OF S LANDING SQUARE DR,22-31570,Property,South Portland,2/3/2022,0001,Burglary,Burglary,45.484935003,-122.673796007,2/3/2022,1
5200 BLOCK OF S MACADAM AVE,22-11280,Property,South Portland,1/12/2022,2200,Burglary,Burglary,45.485366897,-122.675329844,1/13/2022,1
5200 BLOCK OF S MACADAM AVE,22-35999,Property,South Portland,2/8/2022,0054,Burglary,Burglary,45.485366897,-122.675329844,2/8/2022,1
5200 BLOCK OF SE 28TH AVE,22-57782,Property,Reed,3/2/2022,1950,Robbery,Robbery,45.485061457,-122.637537908,3/2/2022,1
5200 BLOCK OF SE 30TH AVE,22-18074,Property,Reed,1/19/2022,2000,Vandalism,Vandalism,45.485158279,-122.634397764,1/20/2022,1
5200 BLOCK OF SE 32ND AVE,22-83542,Property,Reed,3/28/2022,2130,Motor Vehicle Theft,Motor Vehicle Theft,45.485148411,-122.631975198,3/29/2022,1
5200 BLOCK OF SE 41ST AVE,22-71647,Property,Woodstock,1/1/2017,0000,Embezzlement,Embezzlement,45.485075753,-122.620637728,3/17/2022,1
5200 BLOCK OF SE 50TH AVE,22-905602,Property,Woodstock,2/24/2022,1800,Larceny Offenses,Theft From Motor Vehicle,45.485181632,-122.611467807,2/25/2022,1
5200 BLOCK OF SE 52ND AVE,22-20952,Property,Woodstock,1/23/2022,0017,Burglary,Burglary,45.485230174,-122.608676887,1/23/2022,1
5200 BLOCK OF SE 65TH AVE,22-18361,Society,Mt Scott-Arleta,1/20/2022,1433,Pornography/Obscene Material,Pornography/Obscene Material,45.484859811,-122.596688860,1/20/2022,1
5200 BLOCK OF SE 72ND AVE,22-903199,Property,Mt Scott-Arleta,2/2/2022,0137,Larceny Offenses,All Other Larceny,45.485032993,-122.589144043,2/2/2022,1
5200 BLOCK OF SE 73RD AVE,22-10381,Property,Mt Scott-Arleta,1/5/2022,0000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.484918802,-122.587880014,1/12/2022,1
5200 BLOCK OF SE 73RD AVE,22-907182,Property,Mt Scott-Arleta,3/14/2022,0720,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.484918802,-122.587880014,3/14/2022,1
5200 BLOCK OF SE 82ND AVE,22-55177,Property,Foster-Powell,2/26/2022,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.484802983,-122.578990671,2/28/2022,1
5200 BLOCK OF SE 115TH AVE,22-902943,Property,Powellhurst-Gilbert,1/30/2022,0005,Larceny Offenses,All Other Larceny,45.484679002,-122.544639615,1/30/2022,1
5200 BLOCK OF SE FOSTER RD,22-47543,Person,Foster-Powell,2/19/2022,2132,Assault Offenses,Simple Assault,45.495621420,-122.608766127,2/19/2022,1
5200 BLOCK OF SE FOSTER RD,22-51877,Property,Creston-Kenilworth,2/15/2022,0030,Motor Vehicle Theft,Motor Vehicle Theft,45.495554114,-122.608845553,2/24/2022,1
5200 BLOCK OF SE FOSTER RD,22-66704,Property,Creston-Kenilworth,3/12/2022,0138,Robbery,Robbery,45.495267667,-122.608308265,3/12/2022,1
5200 BLOCK OF SE FOSTER RD,22-83944,Property,Foster-Powell,3/29/2022,0600,Larceny Offenses,All Other Larceny,45.495621420,-122.608766127,3/29/2022,1
5200 BLOCK OF SE FRANCIS ST,22-902225,Property,Creston-Kenilworth,1/21/2022,0100,Larceny Offenses,Theft From Motor Vehicle,45.494626496,-122.608561447,1/24/2022,1
5200 BLOCK OF SE HARNEY DR,22-18106,Property,Brentwood-Darlington,12/28/2021,2300,Burglary,Burglary,45.462894132,-122.609275246,1/20/2022,1
5200 BLOCK OF SE HARNEY DR,22-18163,Property,Brentwood-Darlington,1/2/2022,2300,Burglary,Burglary,45.462894132,-122.609275246,1/20/2022,1
5200 BLOCK OF SE JOHNSON CREEK BLVD,22-1043,Property,Brentwood-Darlington,12/31/2020,1700,Burglary,Burglary,45.459413660,-122.609208475,1/2/2022,1
5200 BLOCK OF SE JOHNSON CREEK BLVD,22-1054,Property,Brentwood-Darlington,12/31/2021,1900,Motor Vehicle Theft,Motor Vehicle Theft,45.459413660,-122.609208475,1/2/2022,1
5200 BLOCK OF SE JOHNSON CREEK BLVD,22-1219,Property,Brentwood-Darlington,12/30/2021,1700,Burglary,Burglary,45.459413660,-122.609208475,1/2/2022,1
5200 BLOCK OF SE KNAPP ST,22-903171,Property,Brentwood-Darlington,2/1/2022,1525,Fraud Offenses,Identity Theft,45.470067545,-122.609342611,2/1/2022,1
5200 BLOCK OF SE MCLOUGHLIN BLVD,22-901380,Property,Sellwood-Moreland,1/11/2022,1800,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.484929127,-122.645809731,1/12/2022,1
5200 BLOCK OF SE MCLOUGHLIN BLVD,22-901391,Property,Sellwood-Moreland,1/11/2022,1800,Vandalism,Vandalism,45.484929127,-122.645809731,1/12/2022,1
5200 BLOCK OF SE MCLOUGHLIN BLVD,22-901429,Property,Sellwood-Moreland,1/12/2022,1200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.484929127,-122.645809731,1/14/2022,1
5200 BLOCK OF SE MCLOUGHLIN BLVD,22-901434,Property,Sellwood-Moreland,1/12/2022,1200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.484929127,-122.645809731,1/14/2022,1
5200 BLOCK OF SE REEDWAY ST,22-901680,Property,Woodstock,1/17/2022,0000,Vandalism,Vandalism,45.481790017,-122.608358107,1/17/2022,1
5200 BLOCK OF SE WOODSTOCK BLVD,22-18148,Property,Woodstock,1/18/2022,0753,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.479207911,-122.608227200,1/20/2022,1
5200 BLOCK OF SE WOODSTOCK BLVD,22-51382,Property,Woodstock,2/24/2022,0224,Vandalism,Vandalism,45.479120103,-122.608227842,2/24/2022,1
5300 BLOCK OF E BURNSIDE ST,22-6876,Property,Mt Tabor,1/8/2022,0100,Motor Vehicle Theft,Motor Vehicle Theft,45.522839823,-122.608524147,1/8/2022,1
5300 BLOCK OF N AMHERST ST,22-905886,Property,University Park,2/28/2022,0430,Motor Vehicle Theft,Motor Vehicle Theft,45.578274951,-122.727679257,2/28/2022,1
5300 BLOCK OF N DENVER AVE,22-901147,Property,Overlook,1/11/2022,0300,Vandalism,Vandalism,45.561604912,-122.687349354,1/11/2022,1
5300 BLOCK OF N DEPAUW ST,22-907610,Property,University Park,3/18/2022,0724,Burglary,Burglary,45.580631531,-122.726416029,3/18/2022,1
5300 BLOCK OF N INTERSTATE AVE,22-12220,Property,Overlook,1/14/2022,0421,Burglary,Burglary,45.561567054,-122.682410970,1/14/2022,1
5300 BLOCK OF N INTERSTATE AVE,22-53674,Property,Overlook,2/23/2022,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.561567054,-122.682410970,2/26/2022,1
5300 BLOCK OF N INTERSTATE AVE,22-77619,Property,Overlook,3/23/2022,0810,Larceny Offenses,All Other Larceny,45.561567054,-122.682410970,3/23/2022,1
5300 BLOCK OF N INTERSTATE AVE,22-83887,Property,Overlook,3/19/2022,1217,Larceny Offenses,Theft From Building,45.561567054,-122.682410970,3/29/2022,1
5300 BLOCK OF N INTERSTATE AVE,22-904272,Property,Overlook,2/11/2022,1900,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.561567054,-122.682410970,2/12/2022,1
5300 BLOCK OF N INTERSTATE AVE,22-905198,Property,Overlook,2/11/2022,0615,Larceny Offenses,All Other Larceny,45.561567054,-122.682410970,2/22/2022,1
5300 BLOCK OF N INTERSTATE AVE,22-906645,Property,Overlook,3/6/2022,2000,Larceny Offenses,Theft From Motor Vehicle,45.561567054,-122.682410970,3/7/2022,1
5300 BLOCK OF N INTERSTATE AVE,22-906722,Property,Overlook,3/7/2022,0730,Larceny Offenses,Theft From Motor Vehicle,45.561567054,-122.682410970,3/7/2022,1
5300 BLOCK OF N INTERSTATE AVE,22-906871,Property,Overlook,3/7/2022,1115,Burglary,Burglary,45.561567054,-122.682410970,3/11/2022,1
5300 BLOCK OF N LOMBARD ST,22-19249,Property,University Park,1/21/2022,0414,Burglary,Burglary,45.582547717,-122.724373496,1/21/2022,1
5300 BLOCK OF N LOMBARD ST,22-901021,Property,University Park,1/3/2022,1600,Larceny Offenses,Shoplifting,45.582547717,-122.724373496,1/3/2022,1
5300 BLOCK OF N MINNESOTA AVE,22-8461,Property,Overlook,1/8/2022,1700,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.561508526,-122.679131765,1/10/2022,1
5300 BLOCK OF NE 25TH AVE,22-908125,Property,Concordia,3/23/2022,0000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.561827235,-122.639957317,3/23/2022,1
5300 BLOCK OF NE 28TH AVE,22-65988,Property,Concordia,3/11/2022,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.561815310,-122.636910381,3/11/2022,1
5300 BLOCK OF NE 32ND PL,22-28181,Property,Concordia,1/29/2022,1630,Motor Vehicle Theft,Motor Vehicle Theft,45.561803652,-122.631773886,1/30/2022,1
5300 BLOCK OF NE 33RD AVE,22-69270,Person,Concordia,3/14/2022,1822,Assault Offenses,Aggravated Assault,45.561411214,-122.630595238,3/14/2022,1
5300 BLOCK OF NE 33RD AVE,22-69270,Property,Concordia,3/14/2022,1822,Burglary,Burglary,45.561411214,-122.630595238,3/14/2022,1
5300 BLOCK OF NE 33RD AVE,22-69270,Property,Concordia,3/14/2022,1822,Robbery,Robbery,45.561411214,-122.630595238,3/14/2022,1
5300 BLOCK OF NE 34TH AVE,22-11420,Property,Concordia,1/13/2022,1031,Burglary,Burglary,45.561416232,-122.629583847,1/13/2022,1
5300 BLOCK OF NE 36TH AVE,22-70783,Property,Concordia,3/16/2022,1207,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.561678850,-122.626660501,3/16/2022,1
5300 BLOCK OF NE 36TH AVE,22-70783,Property,Concordia,3/16/2022,1207,Fraud Offenses,Impersonation,45.561678850,-122.626660501,3/16/2022,1
5300 BLOCK OF NE 36TH AVE,22-901517,Property,Concordia,1/15/2022,1000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.561678850,-122.626660501,1/17/2022,1
5300 BLOCK OF NE AINSWORTH ST,22-902531,Property,Cully,1/27/2022,0000,Larceny Offenses,All Other Larceny,45.566471991,-122.607880227,1/27/2022,1
5300 BLOCK OF NE COLUMBIA BLVD,22-30974,Property,Cully,2/2/2022,1405,Motor Vehicle Theft,Motor Vehicle Theft,45.569912544,-122.608023689,2/2/2022,1
5300 BLOCK OF NE COUCH ST,22-908351,Property,North Tabor,3/25/2022,0600,Vandalism,Vandalism,45.523605126,-122.608533053,3/25/2022,1
5300 BLOCK OF NE COUCH ST,22-908362,Property,North Tabor,3/25/2022,0600,Vandalism,Vandalism,45.523605126,-122.608533053,3/25/2022,1
5300 BLOCK OF NE CULLY BLVD,22-44220,Property,Cully,2/15/2022,2100,Vandalism,Vandalism,45.561466153,-122.595356212,2/16/2022,1
5300 BLOCK OF NE CULLY BLVD,22-62263,Property,Cully,3/7/2022,1708,Vandalism,Vandalism,45.561466153,-122.595356212,3/7/2022,1
5300 BLOCK OF NE CULLY BLVD,22-63512,Property,Cully,3/8/2022,2221,Motor Vehicle Theft,Motor Vehicle Theft,45.561862913,-122.595113088,3/8/2022,1
5300 BLOCK OF NE CULLY BLVD,22-75528,Property,Cully,3/20/2022,1200,Larceny Offenses,Theft From Motor Vehicle,45.561466153,-122.595356212,3/21/2022,1
5300 BLOCK OF NE GLISAN ST,22-905998,Property,North Tabor,2/27/2022,0545,Larceny Offenses,Theft From Motor Vehicle,45.526543604,-122.608528988,3/1/2022,1
5300 BLOCK OF NE GLISAN ST,22-906090,Property,North Tabor,2/26/2022,0100,Larceny Offenses,Theft From Motor Vehicle,45.526543604,-122.608528988,3/2/2022,1
5300 BLOCK OF NE HANCOCK ST,22-71412,Property,Rose City Park,3/16/2022,2357,Motor Vehicle Theft,Motor Vehicle Theft,45.536552154,-122.608385432,3/16/2022,1
5300 BLOCK OF NE IRVING ST,22-900982,Property,Rose City Park,1/5/2022,1440,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.528267061,-122.608503218,1/12/2022,1
5300 BLOCK OF NE KILLINGSWORTH ST,22-901581,Property,Cully,1/16/2022,1235,Vandalism,Vandalism,45.562793666,-122.607985731,1/17/2022,1
5300 BLOCK OF NE PRESCOTT ST,22-66157,Person,Cully,3/11/2022,1436,Assault Offenses,Aggravated Assault,45.555454363,-122.607998174,3/11/2022,1
5300 BLOCK OF NE RODNEY AVE,22-902490,Property,King,1/27/2022,0507,Vandalism,Vandalism,45.561901490,-122.664718829,1/27/2022,1
5300 BLOCK OF NE SIMPSON ST,22-900235,Property,Cully,1/5/2022,0750,Larceny Offenses,All Other Larceny,45.565137687,-122.607631450,1/5/2022,1
5300 BLOCK OF NE WISTARIA DR,22-901386,Property,Rose City Park,1/17/2022,2300,Vandalism,Vandalism,45.541253744,-122.608286775,1/19/2022,1
5300 BLOCK OF S MACADAM AVE,22-908340,Property,South Portland,3/24/2022,1415,Larceny Offenses,Theft From Motor Vehicle,45.484694937,-122.675027181,3/25/2022,1
5300 BLOCK OF SE 18TH AVE,22-17985,Property,Sellwood-Moreland,1/19/2022,2030,Motor Vehicle Theft,Motor Vehicle Theft,45.484201568,-122.647303420,1/20/2022,1
5300 BLOCK OF SE 18TH AVE,22-36379,Property,Sellwood-Moreland,2/8/2022,1016,Burglary,Burglary,45.484201568,-122.647303420,2/8/2022,1
5300 BLOCK OF SE 18TH AVE,22-84920,Property,Sellwood-Moreland,3/30/2022,1043,Burglary,Burglary,45.484201977,-122.647428249,3/30/2022,1
5300 BLOCK OF SE 19TH AVE,22-36172,Property,Sellwood-Moreland,2/8/2022,0740,Motor Vehicle Theft,Motor Vehicle Theft,45.484294223,-122.646456627,2/8/2022,1
5300 BLOCK OF SE 19TH AVE,22-57558,Property,Sellwood-Moreland,3/2/2022,1413,Larceny Offenses,All Other Larceny,45.484294223,-122.646456627,3/2/2022,1
5300 BLOCK OF SE 19TH AVE,22-75617,Society,Sellwood-Moreland,3/21/2022,0610,Weapon Law Violations,Weapons Law Violations,45.484294223,-122.646456627,3/21/2022,1
5300 BLOCK OF SE 28TH AVE,22-52494,Property,Reed,2/25/2022,0830,Larceny Offenses,All Other Larceny,45.484189162,-122.637380278,2/25/2022,1
5300 BLOCK OF SE 51ST AVE,22-900266,Property,Woodstock,1/8/2022,0205,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.484051453,-122.609814953,1/8/2022,1
5300 BLOCK OF SE 87TH AVE,22-900525,Property,Lents,1/5/2022,1000,Burglary,Burglary,45.484104770,-122.573602165,1/6/2022,1
5300 BLOCK OF SE 89TH AVE,22-906044,Property,Lents,3/2/2022,0807,Larceny Offenses,All Other Larceny,45.484269375,-122.570866235,3/2/2022,1
5300 BLOCK OF SE 92ND AVE,22-903851,Property,Lents,2/9/2022,0458,Larceny Offenses,All Other Larceny,45.484234617,-122.568532568,2/9/2022,1
5300 BLOCK OF SE 115TH AVE,22-906614,Property,Powellhurst-Gilbert,2/19/2022,0500,Larceny Offenses,Theft From Motor Vehicle,45.484113631,-122.544650472,3/6/2022,1
5300 BLOCK OF SE 118TH AVE,22-901911,Property,Powellhurst-Gilbert,1/19/2022,0000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.483767289,-122.541911721,1/19/2022,1
5300 BLOCK OF SE CESAR E CHAVEZ BLVD,22-10424,Property,Reed,11/30/2021,2100,Burglary,Burglary,45.484107551,-122.622700001,1/12/2022,1
5300 BLOCK OF SE CESAR E CHAVEZ BLVD,22-10505,Property,Reed,1/11/2022,2100,Burglary,Burglary,45.484107551,-122.622700001,1/12/2022,1
5300 BLOCK OF SE FLAVEL ST,22-904782,Property,Brentwood-Darlington,2/16/2022,1205,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.468682033,-122.607996616,2/17/2022,1
5300 BLOCK OF SE FOSTER RD,22-28035,Property,Creston-Kenilworth,1/29/2022,2300,Burglary,Burglary,45.494904925,-122.607592602,1/30/2022,1
5300 BLOCK OF SE FOSTER RD,22-69850,Property,Creston-Kenilworth,3/14/2022,0200,Burglary,Burglary,45.494904925,-122.607592602,3/15/2022,1
5300 BLOCK OF SE FOSTER RD,22-901124,Property,Creston-Kenilworth,1/11/2022,1400,Vandalism,Vandalism,45.494904925,-122.607592602,1/11/2022,1
5300 BLOCK OF SE FOSTER RD,22-901357,Property,Foster-Powell,1/10/2022,1354,Vandalism,Vandalism,45.494974828,-122.607521074,1/12/2022,1
5300 BLOCK OF SE FRANKLIN ST,22-908913,Property,South Tabor,3/28/2022,0300,Larceny Offenses,Theft From Motor Vehicle,45.498864720,-122.607552258,3/29/2022,1
5300 BLOCK OF SE GLADSTONE ST,22-903359,Property,Creston-Kenilworth,2/4/2022,1300,Larceny Offenses,Theft From Motor Vehicle,45.493098984,-122.607627028,2/4/2022,1
5300 BLOCK OF SE HARNEY DR,22-19615,Property,Brentwood-Darlington,1/21/2022,1721,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.462966796,-122.607858735,1/21/2022,1
5300 BLOCK OF SE KNAPP ST,22-908465,Property,Brentwood-Darlington,3/26/2022,0930,Vandalism,Vandalism,45.470067492,-122.608001212,3/26/2022,1
5300 BLOCK OF SE MILWAUKIE AVE,22-62907,Property,Sellwood-Moreland,3/3/2022,0300,Larceny Offenses,All Other Larceny,45.484821414,-122.649515012,3/8/2022,1
5300 BLOCK OF SW BEAVERTON HILLSDALE HWY,22-903600,Property,Hayhurst,2/5/2022,1955,Larceny Offenses,Purse-Snatching,45.487003888,-122.732139830,2/7/2022,1
5300 BLOCK OF SW FLORIDA ST,22-4922,Person,Maplewood,1/6/2022,1402,Assault Offenses,Intimidation,45.475257738,-122.732006025,1/6/2022,1
5300 BLOCK OF SW WESTWOOD VW,22-902194,Property,Hillsdale,1/16/2022,1100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.484268986,-122.690218844,1/22/2022,1
5400 BLOCK OF E BURNSIDE ST,22-59163,Property,North Tabor,3/4/2022,0755,Vandalism,Vandalism,45.522926230,-122.607852130,3/4/2022,1
5400 BLOCK OF N BASIN AVE,22-30004,Property,Overlook,1/28/2022,0030,Larceny Offenses,All Other Larceny,45.562321057,-122.704586188,2/1/2022,1
5400 BLOCK OF N BASIN AVE,22-51204,Property,Overlook,2/22/2022,1952,Motor Vehicle Theft,Motor Vehicle Theft,45.562251020,-122.704661584,2/23/2022,1
5400 BLOCK OF N CECELIA ST,22-28094,Property,Portsmouth,1/29/2022,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.592795765,-122.722645633,1/30/2022,1
5400 BLOCK OF N COLUMBIA BLVD,22-38252,Property,Portsmouth,2/4/2022,0847,Vandalism,Vandalism,45.594269427,-122.722629142,2/10/2022,1
5400 BLOCK OF N FESSENDEN ST,22-908673,Property,Portsmouth,3/28/2022,1450,Larceny Offenses,All Other Larceny,45.591171241,-122.722660117,3/29/2022,1
5400 BLOCK OF N LOMBARD ST,22-41557,Property,University Park,2/13/2022,2050,Robbery,Robbery,45.582857956,-122.725214014,2/13/2022,1
5400 BLOCK OF N MARYLAND AVE,22-19500,Property,Overlook,1/20/2022,1930,Motor Vehicle Theft,Motor Vehicle Theft,45.562290757,-122.680997552,1/21/2022,1
5400 BLOCK OF N MARYLAND AVE,22-42836,Property,Overlook,2/14/2022,2030,Motor Vehicle Theft,Motor Vehicle Theft,45.562290757,-122.680997552,2/15/2022,1
5400 BLOCK OF N PRINCETON ST,22-71921,Property,University Park,3/17/2022,0200,Motor Vehicle Theft,Motor Vehicle Theft,45.579378242,-122.727945292,3/17/2022,1
5400 BLOCK OF N WILLAMETTE BLVD,22-17286,Property,University Park,1/18/2022,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.576535805,-122.730068384,1/19/2022,1
5400 BLOCK OF N WILLIAMS AVE,22-10390,Property,Humboldt,1/11/2022,1900,Burglary,Burglary,45.562450954,-122.666864564,1/12/2022,1
5400 BLOCK OF N YALE ST,22-63874,Property,University Park,3/8/2022,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.577875319,-122.729046631,3/9/2022,1
5400 BLOCK OF NE 16TH AVE,22-19201,Person,Vernon,1/21/2022,1050,Assault Offenses,Simple Assault,45.562447103,-122.648647672,1/21/2022,1
5400 BLOCK OF NE 18TH AVE,22-38845,Property,Vernon,2/10/2022,2023,Motor Vehicle Theft,Motor Vehicle Theft,45.562423163,-122.646697769,2/10/2022,1
5400 BLOCK OF NE 18TH AVE,22-56106,Property,Vernon,3/1/2022,0200,Motor Vehicle Theft,Motor Vehicle Theft,45.562423163,-122.646697769,3/1/2022,1
5400 BLOCK OF NE 25TH AVE,22-906960,Property,Concordia,3/12/2022,1040,Fraud Offenses,Identity Theft,45.562417205,-122.639952228,3/12/2022,1
5400 BLOCK OF NE 33RD AVE,22-19585,Property,Concordia,1/21/2022,1651,Robbery,Robbery,45.562379754,-122.630592551,1/21/2022,1
5400 BLOCK OF NE 33RD AVE,22-29899,Person,Concordia,2/1/2022,1249,Assault Offenses,Simple Assault,45.562379754,-122.630592551,2/1/2022,1
5400 BLOCK OF NE 33RD AVE,22-41434,Property,Concordia,2/13/2022,1759,Robbery,Robbery,45.562382923,-122.630717655,2/13/2022,1
